,cluster_id,item_id,medium,title,url,primary_hue,avg_hue,hue_var,primary_sat,avg_sat,sat_var,primary_val,avg_val,val_var,symmetry,bluriness,aspect_ratio,retail_price,area,width,height
39,3,39,acrylic,Evening Light,https://res.cloudinary.com/drizlalpha/image/upload/w_400/shyamahelin/art/va5er19iinpalcpzlj14.jpg,4.0,0.127920339696,0.00448542783287,2.0,0.364282910429,0.112392918961,26.0,0.622685028526,0.0653789975048,0.0473672442652,0.0285397600728,1.00334448161,1800.0,576.0,24.0,24.0
40,2,40,mixed media,Brasstacks2,https://res.cloudinary.com/drizlalpha/image/upload/w_400/simonafoggitt/art/p3kamnopflzvcpwg1fpo.jpg,3.0,0.116108237599,0.00320562626313,10.0,0.64360576777,0.0572907027483,16.0,0.513491270481,0.0084248930449,0.0107227773874,0.00399030146782,0.243333333333,2400.0,576.0,12.0,48.0
41,4,41,acrylic,Goes On and On,https://res.cloudinary.com/drizlalpha/image/upload/w_400/williampark/art/uobz6fnqpalzatpz8vlx.jpg,25.0,0.515254128716,0.0577851919269,10.0,0.343430307,0.0266709409495,25.0,0.597695297199,0.0655684220078,0.0383672966945,0.00744461628116,0.99,1200.0,484.0,22.0,22.0
42,0,42,oil and pencil,This Dream We Dreamed (Dickter),https://res.cloudinary.com/drizlalpha/image/upload/w_400/clientart/art/b5erayfdnvls6j3meds8.png,3.0,0.180554668707,0.0671604025275,1.0,0.100987026522,0.0130777597962,25.0,0.750566938386,0.0267072588787,0.0426072657438,0.0158852960087,1.12359550562,9500.0,2400.0,60.0,40.0
43,3,43,,None,https://res.cloudinary.com/drizlalpha/image/upload/w_400/justinauld/art/cpebcid0l16lubwponia.jpg,27.0,0.42848202401,0.048885206562,2.0,0.257194063008,0.0426243293692,27.0,0.540906488957,0.0719258902262,0.079739391939,0.0353898710854,1.96078431373,0.0,0.0,0.0,0.0
44,1,44,acrylic,None,https://res.cloudinary.com/drizlalpha/image/upload/w_400/ireneyesley/art/wf5hnatrq6v0hzuim0zg.jpg,4.0,0.094047296015,0.0028550973454,5.0,0.341733664598,0.0283865452499,21.0,0.521924793028,0.0353253667596,0.0206153734706,0.0225111067219,1.0,0.0,0.0,0.0,0.0
45,4,45,acrylic paint,None,https://res.cloudinary.com/drizlalpha/image/upload/w_400/jenileeart/art/x6bxrk0qa0osaz09lput.jpg,6.0,0.364520195582,0.118374618145,1.0,0.347347150338,0.0419461774309,11.0,0.462679782281,0.0403025796384,0.0355989775124,0.00598578996857,0.996666666667,0.0,0.0,0.0,0.0
46,1,46,acrylics,"""Letting Go I""",https://res.cloudinary.com/drizlalpha/image/upload/w_400/cprimack/art/qogwanu8w8p9ht6wjetv.jpg,26.0,0.410857810201,0.0368993261468,1.0,0.0884058083175,0.0047310659756,23.0,0.715083200848,0.0146492804099,0.0225774150305,0.00515729890659,0.986666666667,2500.0,1369.0,37.0,37.0
47,4,47,encaustic,Above Twighlight,https://res.cloudinary.com/drizlalpha/image/upload/w_400/kellywilliamsart/art/obzpenl7xueruszrkbmq.jpg,46.0,0.753260160603,0.0946265457682,16.0,0.420167659207,0.0453893976598,12.0,0.420736151053,0.0217827616657,0.033542717615,0.0382251019993,0.75,900.0,432.0,18.0,24.0
48,0,48,oil,Quantum Painting #22,https://res.cloudinary.com/drizlalpha/image/upload/w_400/justinauld/art/yjyawlzg3ycpsggjkfay.jpg,29.0,0.598418689626,0.0752551663702,2.0,0.195871294403,0.0251616339474,24.0,0.645780460956,0.0520814957594,0.0455748722016,0.0481049568927,1.57894736842,10000.0,3744.0,78.0,48.0
